Station_ID,City,Install_Date,Charger_Type,Daily_Avg_Utilization_Hrs,Avg_Charging_Rate_INR,Electricity_Cost_INR,Total_Energy_Dispensed_kWh,Maintenance_Incidents,Total_Maintenance_Cost_INR,Operational_Status,Install_Cost_INR,Total_Revenue,Total_Operational_Cost,Net_Profit,ROI
EV-0805,Hyderabad,2022-09-16,L2,5.89,20.0,6.8,67855.56,6,13758.36,Active,289839.4,1357111.2,475176.17,881935.03,304.28
EV-0806,Bangalore,2022-03-25,Unknown,4.96,20.4,9.21,65279.85,2,15526.15,Under Maintenance,289108.1,1331708.94,616753.57,714955.37,247.3
EV-0807,Chennai,2023-04-27,L2,5.22,17.99,7.17,14055.87,2,18254.78,Active,180080.5,252865.1,119035.37,133829.73,74.32
EV-0808,Bangalore,2022-01-20,L2,7.03,18.58,7.41,49096.87,4,23310.93,Under Maintenance,189567.66,912219.84,387118.74,525101.1,277.0
EV-0810,Chennai,2023-07-07,DCFC,6.07,15.22,7.98,42268.79,2,15124.84,Under Maintenance,1238374.74,643330.98,352429.78,290901.2,23.49
EV-0811,Madurai,2022-02-23,L2,5.1,20.5,7.67,33712.62,4,11233.1,Active,256482.4,691108.71,269808.9,421299.81,164.26
EV-0812,Chennai,2022-12-25,L2,7.35,17.88,8.18,81712.63,4,20887.16,Active,216735.01,1461021.82,689296.47,771725.35,356.07
EV-0813,Coimbatore,2022-08-18,L2,8.18,16.27,6.83,51665.6,2,18105.18,Active,175350.2,840599.31,370981.23,469618.08,267.82
EV-0814,Kochi,2023-10-28,L2,8.15,16.44,8.73,52076.08,0,15529.84,Active,219151.48,856130.76,470154.02,385976.74,176.12
EV-0816,Hyderabad,2024-03-10,L2,6.08,16.08,7.91,40814.59,6,14135.67,Active,199642.79,656298.61,336979.08,319319.53,159.95
EV-0817,Madurai,2023-10-30,L2,7.51,22.04,8.12,36532.39,4,21195.2,Under Maintenance,226538.67,805173.88,317838.21,487335.67,215.12
EV-0818,Chennai,2022-02-11,L2,6.39,19.48,8.06,66184.63,3,11055.24,Under Maintenance,169532.12,1289276.59,544503.36,744773.23,439.31
EV-0819,Chennai,2024-02-12,L2,6.78,20.63,8.16,57569.5,1,8932.94,Under Maintenance,217828.22,1187658.78,478700.06,708958.72,325.47
EV-0820,Coimbatore,2022-02-01,L2,4.15,19.62,8.79,41441.54,4,24084.04,Under Maintenance,163616.37,813083.01,388355.18,424727.83,259.59
EV-0821,Hyderabad,2022-09-11,L2,6.61,18.62,9.32,58407.5,4,15125.27,Active,157363.31,1087547.65,559483.17,528064.48,335.57
EV-0822,Bangalore,2022-07-24,L2,7.45,18.65,7.84,46197.2,2,15183.68,Under Maintenance,278585.99,861577.78,377369.73,484208.05,173.81
EV-0823,Kochi,2022-01-21,DCFC,7.35,17.7,7.03,53517.36,7,18354.96,Offline,1386142.11,947257.27,394582.0,552675.27,39.87
EV-0824,Coimbatore,2023-09-29,Unknown,3.28,17.87,8.56,53446.46,2,10055.45,Active,236273.3,955088.24,467557.15,487531.09,206.34
EV-0825,Madurai,2022-06-06,L2,6.74,15.68,7.72,56304.01,4,18752.48,Active,172347.41,882846.88,453419.44,429427.44,249.16
EV-0826,Madurai,2022-09-02,L2,2.89,20.66,9.26,54494.78,1,14808.06,Under Maintenance,189379.14,1125862.15,519429.72,606432.43,320.22
EV-0827,Bangalore,2022-05-10,L2,6.93,14.87,7.4,56315.74,3,20628.36,Active,204200.91,837415.05,437364.84,400050.21,195.91
EV-0828,Bangalore,2023-04-30,DCFC,8.54,16.38,7.14,68837.12,2,10996.99,Active,1276969.26,1127552.03,502494.03,625058.0,48.95
EV-0829,Coimbatore,2023-11-17,L2,10.76,22.52,8.14,59608.44,1,17253.33,Active,156894.34,1342382.07,502466.03,839916.04,535.34
EV-0830,Hyderabad,2022-04-28,DCFC,6.8,18.77,6.26,44946.47,3,13843.84,Active,1468500.16,843645.24,295208.74,548436.5,37.35
EV-0831,Chennai,2023-08-01,Unknown,8.5,18.86,7.53,48530.71,2,11476.78,Under Maintenance,151774.93,915289.19,376913.03,538376.16,354.72
EV-0832,Madurai,2022-08-12,L2,11.78,19.77,7.67,68452.56,2,18856.72,Active,159198.15,1353307.11,543887.86,809419.25,508.44
EV-0833,Hyderabad,2023-04-22,L2,4.46,15.42,8.22,51686.34,2,14258.39,Active,270760.82,797003.36,439120.1,357883.26,132.18
EV-0834,Kochi,2023-12-18,DCFC,7.59,15.71,7.0,44389.72,4,17330.06,Active,1430428.43,697362.5,328058.1,369304.4,25.82
EV-0835,Madurai,2022-09-20,L2,3.54,17.61,7.12,40532.92,2,21328.56,Active,258423.05,713784.72,309922.95,403861.77,156.28
EV-0836,Madurai,2024-02-25,L2,7.36,16.69,9.16,54095.57,3,18957.48,Active,171933.86,902855.06,514472.9,388382.16,225.89
EV-0837,Bangalore,2023-01-13,DCFC,19.65,18.35,7.99,37177.15,6,21220.68,Active,1631119.98,682200.7,318266.11,363934.59,22.31
EV-0838,Chennai,2022-06-21,L2,4.93,19.47,8.86,69271.93,3,12291.27,Under Maintenance,235916.48,1348724.48,626040.57,722683.91,306.33
EV-0839,Chennai,2023-09-13,L2,4.29,21.28,7.46,34432.72,5,17296.46,Active,298295.38,732728.28,274164.55,458563.73,153.73
EV-0840,Kochi,2023-09-14,Unknown,6.27,20.12,7.95,72171.02,1,18969.38,Active,161016.67,1452080.92,592728.99,859351.93,533.7
EV-0841,Kochi,2024-02-05,DCFC,11.61,16.51,8.21,45721.55,6,13045.22,Under Maintenance,1362572.24,754862.79,388419.15,366443.64,26.89
EV-0842,Hyderabad,2024-01-06,L2,8.43,17.75,9.75,33848.94,3,15989.27,Active,156462.15,600818.69,346016.44,254802.25,162.85
EV-0843,Chennai,2022-04-28,DCFC,4.24,17.21,7.78,52837.64,4,15957.94,Active,1289835.34,909335.78,427034.78,482301.0,37.39
EV-0844,Bangalore,2024-03-07,DCFC,18.25,16.47,7.83,35704.41,6,24981.74,Active,1669597.76,588051.63,304547.27,283504.36,16.98
EV-0845,Bangalore,2022-06-17,L2,2.36,16.01,9.1,50515.58,4,9105.26,Active,164469.02,808754.44,468797.04,339957.4,206.7
EV-0846,Madurai,2022-11-15,L2,11.84,21.83,7.62,41336.85,2,7924.84,Active,278528.39,902383.44,322911.64,579471.8,208.05
EV-0847,Hyderabad,2022-04-21,L2,8.64,18.52,8.28,64176.1,6,3703.81,Under Maintenance,176670.49,1188541.37,535081.92,653459.45,369.87
EV-0848,Coimbatore,2023-08-16,L2,10.91,18.05,9.01,52051.24,1,15527.81,Active,279267.73,939524.88,484509.48,455015.4,162.93
EV-0849,Madurai,2022-01-27,DCFC,2.38,19.47,7.42,32172.49,6,8179.05,Active,1724857.51,626398.38,246898.93,379499.45,22.0
EV-0850,Coimbatore,2022-11-16,DCFC,6.92,19.57,8.34,41044.45,3,25683.63,Active,1548757.22,803239.89,367994.34,435245.55,28.1
EV-0851,Coimbatore,2023-08-13,L2,6.17,20.74,9.75,60574.21,3,18270.58,Active,172755.55,1256309.12,608869.13,647439.99,374.77
EV-0852,Coimbatore,2023-11-25,L2,3.98,17.01,8.92,69306.38,2,9090.67,Active,264305.48,1178901.52,627303.58,551597.94,208.7
EV-0853,Madurai,2023-01-20,L2,3.26,19.31,8.28,49320.88,3,20675.65,Active,252104.79,952386.19,429052.54,523333.65,207.59
EV-0854,Bangalore,2023-02-11,L2,7.77,16.68,7.78,34334.05,5,20687.49,Active,231440.01,572691.95,287806.4,284885.55,123.09
EV-0855,Bangalore,2024-01-03,L2,7.99,18.12,7.4,65810.54,4,21093.62,Under Maintenance,271588.1,1192486.98,508091.62,684395.36,252.0
EV-0856,Coimbatore,2022-07-23,L2,9.75,18.61,7.01,60508.46,4,10959.64,Under Maintenance,247241.4,1126062.44,435123.94,690938.5,279.46
EV-0857,Madurai,2022-03-19,L2,5.24,18.81,9.51,69598.09,2,18580.27,Active,281557.04,1309140.07,680458.11,628681.96,223.29
EV-0858,Chennai,2023-08-30,L2,6.15,18.72,9.32,54353.14,4,21178.34,Active,207159.32,1017490.78,527749.6,489741.18,236.41
EV-0859,Madurai,2023-12-09,L2,3.04,20.1,7.34,42191.05,5,22854.29,Active,238488.48,848040.11,332536.6,515503.51,216.15
EV-0860,Chennai,2023-10-05,L2,10.35,17.31,8.34,57753.33,3,7381.29,Active,280590.13,999710.14,489044.06,510666.08,182.0
EV-0861,Hyderabad,2022-09-06,L2,6.67,18.86,8.11,54894.94,5,13911.83,Active,182222.11,1035318.57,459109.79,576208.78,316.21
EV-0862,Madurai,2022-04-15,DCFC,8.31,16.98,9.18,41376.89,1,10779.95,Active,1490752.85,702579.59,390619.8,311959.79,20.93
EV-0863,Coimbatore,2023-12-15,L2,8.39,24.34,8.38,52979.58,4,24320.62,Active,294111.27,1289522.98,468289.5,821233.48,279.23
EV-0864,Bangalore,2024-03-02,Unknown,18.27,16.67,7.98,47074.61,5,26182.93,Active,1412383.05,784733.75,401838.32,382895.43,27.11
EV-0865,Chennai,2022-11-05,DCFC,7.96,17.1,7.46,61153.07,8,1381.88,Active,1634713.2,1045717.5,457583.78,588133.72,35.98
EV-0866,Kochi,2023-12-02,L2,8.24,20.27,8.34,57380.1,4,17381.78,Active,202661.44,1163094.63,495931.81,667162.82,329.2
EV-0867,Kochi,2023-09-07,DCFC,6.44,17.64,7.65,34226.13,3,16876.43,Active,1200698.2,603748.93,278706.32,325042.61,27.07
EV-0868,Hyderabad,2022-05-04,L2,11.76,20.27,8.22,32713.66,2,10683.56,Active,293232.46,663105.89,279589.85,383516.04,130.79
EV-0869,Coimbatore,2023-08-03,L2,4.41,18.81,7.92,48652.83,3,12767.45,Active,292516.15,915159.73,398097.86,517061.87,176.76
EV-0870,Chennai,2022-02-12,L2,9.43,17.69,7.63,50492.29,3,15357.58,Active,254841.36,893208.61,400613.75,492594.86,193.29
EV-0871,Coimbatore,2022-12-22,L2,7.38,16.99,7.03,61414.65,1,11757.07,Active,226440.28,1043434.9,443502.06,599932.84,264.94
EV-0872,Chennai,2023-06-30,L2,7.24,16.92,8.51,57699.56,2,10834.14,Under Maintenance,177403.34,976276.56,501857.4,474419.16,267.42
EV-0873,Hyderabad,2023-03-15,L2,6.64,17.72,8.04,71880.28,3,14950.17,Active,168483.15,1273718.56,592867.62,680850.94,404.11
EV-0874,Chennai,2023-11-09,L2,9.87,18.15,9.79,42992.1,4,11974.28,Active,158964.99,780306.61,432866.94,347439.67,218.56
EV-0875,Kochi,2023-01-15,Unknown,7.16,16.84,6.97,42135.71,3,15249.09,Active,152657.24,709565.36,308934.99,400630.37,262.44
EV-0876,Coimbatore,2022-03-12,L2,2.69,18.28,8.63,35602.79,1,12785.65,Offline,281717.51,650819.0,320037.73,330781.27,117.42
EV-0878,Kochi,2023-10-26,L2,9.09,20.01,10.1,50326.28,1,10361.88,Active,235173.21,1007028.86,518657.31,488371.55,207.66
EV-0879,Coimbatore,2022-12-16,L2,7.97,20.39,8.55,22195.95,4,15030.48,Active,299808.49,452575.42,204805.85,247769.57,82.64
EV-0880,Kochi,2022-01-13,DCFC,3.68,17.09,8.32,53032.48,2,19441.49,Active,1603867.98,906325.08,460671.72,445653.36,27.79
EV-0881,Madurai,2023-03-07,L2,4.07,16.98,7.92,53989.55,4,18254.36,Under Maintenance,248266.35,916742.56,445851.6,470890.96,189.67
EV-0882,Bangalore,2023-05-17,L2,1.81,18.86,7.3,47834.8,2,7365.45,Active,219686.19,902164.33,356559.49,545604.84,248.36
EV-0883,Bangalore,2022-04-19,L2,7.65,21.03,8.31,54449.82,3,19298.75,Active,172825.61,1145079.71,471776.75,673302.96,389.59
EV-0884,Bangalore,2023-03-20,L2,3.13,21.47,6.62,31696.46,5,18219.05,Active,227339.07,680523.0,228049.62,452473.38,199.03
EV-0885,Bangalore,2023-01-06,DCFC,3.97,15.69,6.66,74615.48,6,29154.55,Active,1680495.95,1170716.88,526093.65,644623.23,38.36
EV-0886,Chennai,2023-10-13,L2,9.69,20.51,9.01,55703.89,3,20418.06,Under Maintenance,209767.7,1142486.78,522310.11,620176.67,295.65
EV-0887,Bangalore,2023-04-16,DCFC,15.16,18.38,6.24,23394.52,3,17042.6,Offline,1237710.41,429991.28,163024.4,266966.88,21.57
EV-0888,Madurai,2023-12-26,L2,5.67,18.42,7.68,49911.54,4,13500.99,Active,201296.85,919370.57,396821.62,522548.95,259.59
EV-0889,Hyderabad,2022-06-06,L2,6.16,19.51,6.95,56100.8,4,23952.32,Active,172918.09,1094526.61,413852.88,680673.73,393.64
EV-0890,Hyderabad,2023-03-22,L2,0.48,17.54,7.6,33306.02,3,23655.2,Active,237359.49,584187.59,276780.95,307406.64,129.51
EV-0891,Chennai,2022-06-30,L2,8.79,20.69,8.18,58004.45,4,14617.06,Active,240354.63,1200112.07,489093.46,711018.61,295.82
EV-0892,Bangalore,2024-01-22,L2,4.77,21.35,8.98,75213.88,4,18015.56,Active,179070.64,1605816.34,693436.2,912380.14,509.51
EV-0893,Bangalore,2023-06-19,DCFC,13.19,21.42,9.22,40334.46,5,27679.5,Active,1531721.64,863964.13,399563.22,464400.91,30.32
EV-0894,Bangalore,2023-10-29,DCFC,0.5,14.81,7.08,56426.58,3,35682.33,Active,1545443.36,835677.65,435182.52,400495.13,25.91
EV-0895,Kochi,2022-10-04,Unknown,8.94,18.04,7.53,53128.98,1,16726.4,Active,186492.16,958446.8,416787.62,541659.18,290.45
EV-0896,Coimbatore,2023-09-23,DCFC,4.62,14.63,12.05,64524.35,4,8938.57,Active,1482617.45,943991.24,786456.99,157534.25,10.63
EV-0897,Kochi,2023-07-06,DCFC,3.06,16.97,7.75,48367.37,4,12619.97,Active,1475664.91,820794.27,387467.09,433327.18,29.36
EV-0898,Coimbatore,2024-03-04,L2,5.65,13.71,7.12,33999.25,3,30667.68,Active,215248.39,466129.72,272742.34,193387.38,89.84
EV-0899,Bangalore,2023-05-11,L2,5.01,19.4,7.28,63562.73,2,8706.89,Active,194244.36,1233116.96,471443.56,761673.4,392.12
EV-0900,Chennai,2023-04-22,L2,9.19,18.94,7.76,34891.09,3,15251.4,Active,266073.87,660837.24,286006.26,374830.98,140.87
EV-0901,Kochi,2023-03-23,L2,5.45,17.63,7.61,77132.92,3,26567.67,Active,282099.13,1359853.38,613549.19,746304.19,264.55
EV-0902,Kochi,2024-01-19,L2,9.91,16.92,7.77,58411.54,4,11001.28,Active,189169.12,988323.26,464858.95,523464.31,276.72
EV-0903,Coimbatore,2023-08-30,L2,7.33,19.13,7.98,41016.61,3,1365.5,Active,164264.5,784647.75,328678.05,455969.7,277.58
EV-0904,Hyderabad,2022-10-02,DCFC,8.74,16.48,7.97,66629.77,0,2285.01,Active,1222380.33,1098058.61,533324.28,564734.33,46.2
EV-0905,Madurai,2022-11-27,L2,6.49,16.34,7.04,49862.16,5,11028.93,Active,268920.53,814747.69,362058.54,452689.15,168.34
EV-0906,Kochi,2022-09-09,L2,9.68,16.1,8.37,46678.92,2,6185.33,Active,215374.04,751530.61,396887.89,354642.72,164.66
EV-0907,Hyderabad,2022-03-30,Unknown,3.62,18.09,8.12,39786.96,2,20185.84,Offline,1444161.55,719746.11,343255.96,376490.15,26.07
EV-0908,Kochi,2022-10-13,DCFC,6.78,17.34,8.5,21827.32,3,16340.72,Under Maintenance,1777189.57,378485.73,201872.94,176612.79,9.94
EV-0909,Madurai,2023-04-07,L2,5.51,17.73,6.29,59065.89,2,4330.81,Active,227135.32,1047238.23,375855.26,671382.97,295.59
EV-0911,Kochi,2024-02-08,L2,10.25,20.43,6.01,38100.59,2,21200.7,Active,246261.49,778395.05,250185.25,528209.8,214.49
EV-0912,Chennai,2023-04-21,L2,6.5,21.4,7.82,56492.67,1,15965.8,Active,176404.92,1208943.14,457738.48,751204.66,425.84
EV-0913,Hyderabad,2023-08-07,L2,3.27,18.62,8.66,42489.85,3,22168.16,Active,173805.41,791161.01,390130.26,401030.75,230.74
EV-0914,Coimbatore,2023-09-17,L2,7.57,19.2,9.05,52357.28,4,20595.05,Active,211850.13,1005259.78,494428.43,510831.35,241.13
EV-0915,Madurai,2023-11-16,L2,2.34,18.88,8.33,31794.57,1,9247.4,Active,161278.93,600281.48,274096.17,326185.31,202.25
EV-0916,Coimbatore,2023-01-24,L2,10.57,15.15,8.68,44773.11,2,19409.84,Under Maintenance,263336.58,678312.62,408040.43,270272.19,102.63
EV-0917,Chennai,2022-12-11,L2,5.32,17.76,7.7,52450.79,3,17814.26,Active,210218.07,931526.03,421685.34,509840.69,242.53
EV-0918,Madurai,2022-01-30,L2,6.42,17.77,7.49,35727.91,2,5191.4,Active,201453.57,634884.96,272793.45,362091.51,179.74
EV-0919,Coimbatore,2023-05-22,L2,4.8,17.48,10.69,75295.45,4,8190.11,Active,226366.25,1316164.47,813098.47,503066.0,222.24
EV-0920,Kochi,2022-11-29,DCFC,4.25,18.42,8.83,40438.64,0,27188.35,Active,1784227.74,744879.75,384261.54,360618.21,20.21
EV-0921,Bangalore,2022-07-06,L2,8.34,18.06,6.83,70676.25,4,10361.8,Active,235402.04,1276413.08,493080.59,783332.49,332.76
EV-0922,Chennai,2023-05-15,L2,6.1,16.53,6.27,47482.92,2,14878.47,Active,270360.42,784892.67,312596.38,472296.29,174.69
EV-0923,Coimbatore,2022-08-06,L2,6.61,18.2,7.53,50118.36,7,14046.75,Active,244404.38,912154.15,391438.0,520716.15,213.06
EV-0924,Chennai,2022-12-30,L2,3.99,17.22,9.19,32946.49,4,15918.62,Active,268195.54,567338.56,318696.86,248641.7,92.71
EV-0925,Coimbatore,2022-09-22,L2,8.64,13.26,8.05,52641.19,2,14377.51,Active,254517.34,698022.18,438139.09,259883.09,102.11
EV-0926,Madurai,2022-12-15,DCFC,8.89,15.71,5.78,65491.64,2,19825.94,Active,1396400.18,1028873.66,398367.62,630506.04,45.15
EV-0927,Madurai,2022-10-14,L2,5.98,18.68,7.82,76546.66,6,19694.95,Active,157853.17,1429891.61,618289.83,811601.78,514.15
EV-0928,Bangalore,2023-09-03,L2,9.67,20.68,8.0,51923.28,2,15589.62,Under Maintenance,285509.52,1073773.43,430975.86,642797.57,225.14
EV-0929,Kochi,2023-12-20,L2,6.24,13.65,5.58,32341.34,8,10477.63,Active,291848.42,441459.29,190942.31,250516.98,85.84
EV-0930,Chennai,2022-10-10,L2,8.45,16.76,8.02,54177.28,3,12156.06,Active,259039.84,908011.21,446657.85,461353.36,178.1
EV-0931,Coimbatore,2023-07-24,L2,2.44,19.36,6.99,37621.78,2,7120.4,Under Maintenance,258630.87,728357.66,270096.64,458261.02,177.19
EV-0932,Hyderabad,2022-01-11,L2,7.38,20.26,6.16,55882.87,2,13327.85,Active,190522.06,1132186.95,357566.33,774620.62,406.58
EV-0933,Chennai,2023-06-14,L2,5.82,17.66,9.6,35877.88,4,6167.87,Active,231366.26,633603.36,350595.52,283007.84,122.32
EV-0935,Bangalore,2022-03-29,L2,6.78,20.94,7.33,69752.83,6,16479.99,Active,278421.54,1460624.26,527768.23,932856.03,335.05
EV-0936,Kochi,2022-09-05,L2,6.81,20.09,7.32,46603.75,4,20026.26,Active,195659.15,936269.34,361165.71,575103.63,293.93
EV-0937,Hyderabad,2024-01-08,DCFC,8.04,20.22,8.0,50744.91,4,8899.57,Active,1750476.39,1026062.08,414858.85,611203.23,34.92
EV-0938,Madurai,2023-02-21,DCFC,5.09,17.56,9.77,64950.52,5,9239.02,Under Maintenance,1635406.88,1140531.13,643805.6,496725.53,30.37
EV-0939,Madurai,2023-05-16,DCFC,7.92,20.73,6.8,78182.7,3,22623.51,Active,1244767.94,1620727.37,554265.87,1066461.5,85.68
EV-0940,Coimbatore,2023-07-23,L2,9.58,14.61,7.69,60801.21,2,8156.35,Active,205672.96,888305.68,475717.65,412588.03,200.6
EV-0941,Hyderabad,2024-02-16,L2,2.97,20.76,8.12,51545.02,3,25256.08,Active,244045.79,1070074.62,443801.64,626272.98,256.62
EV-0942,Madurai,2022-09-04,L2,4.55,18.37,7.13,56943.09,2,14808.06,Active,151723.87,1046044.56,420812.29,625232.27,412.09
EV-0943,Coimbatore,2023-12-09,L2,4.65,18.76,7.68,45578.25,2,14335.79,Active,264500.95,855047.97,364376.75,490671.22,185.51
EV-0944,Kochi,2023-05-03,L2,3.77,16.61,8.59,50541.72,8,19214.05,Active,261007.95,839497.97,453367.42,386130.55,147.94
EV-0946,Madurai,2023-12-30,L2,9.08,18.72,7.66,38200.62,4,23207.68,Active,276217.6,715115.61,315824.43,399291.18,144.56
EV-0947,Bangalore,2023-05-18,DCFC,18.21,19.6,7.57,50317.6,10,8315.22,Under Maintenance,1470687.63,986224.96,389219.45,597005.51,40.59
EV-0948,Bangalore,2023-04-04,L2,6.77,19.91,7.9,55506.53,5,17668.18,Active,267011.09,1105135.01,456169.77,648965.24,243.05
EV-0949,Coimbatore,2022-01-18,L2,5.69,19.69,8.24,50118.36,7,14770.13,Active,223859.27,986830.51,427745.42,559085.09,249.75
EV-0950,Madurai,2022-04-06,L2,8.51,19.24,8.59,49353.39,3,9616.36,Active,292729.48,949559.22,433561.98,515997.24,176.27
EV-0952,Hyderabad,2022-08-15,L2,3.86,20.03,5.34,68438.88,2,16176.75,Active,287342.56,1370830.77,381640.37,989190.4,344.25
EV-0953,Kochi,2023-02-19,L2,0.7,16.43,7.83,67194.22,2,15529.84,Active,188779.55,1104001.03,541660.58,562340.45,297.88
EV-0954,Coimbatore,2023-12-10,L2,3.84,20.71,6.64,48557.77,2,17270.03,Active,165408.51,1005631.42,339693.62,665937.8,402.6
EV-0955,Coimbatore,2022-09-07,L2,4.58,18.33,7.61,56832.63,6,6358.23,Active,215865.67,1041742.11,438854.54,602887.57,279.29
EV-0956,Madurai,2022-11-10,L2,10.19,18.4,8.88,46751.69,2,8756.97,Active,242237.59,860231.1,423911.98,436319.12,180.12
EV-0957,Bangalore,2023-11-11,DCFC,0.72,20.23,9.2,61279.36,7,20005.34,Active,1332821.14,1239681.45,583775.45,655906.0,49.21
EV-0958,Bangalore,2023-08-19,L2,5.46,20.5,9.24,37785.92,2,16582.01,Active,233369.44,774611.36,365723.91,408887.45,175.21
EV-0959,Chennai,2023-01-13,L2,8.05,20.04,9.24,51410.99,4,21373.17,Active,271184.0,1030276.24,496410.72,533865.52,196.86
EV-0960,Kochi,2023-04-30,L2,7.53,16.86,7.83,60533.11,5,10575.39,Active,188562.74,1020588.23,484549.64,536038.59,284.28
EV-0961,Hyderabad,2023-07-21,L2,10.15,20.03,9.4,60881.51,1,9433.54,Under Maintenance,237048.34,1219456.65,581719.73,637736.92,269.03
EV-0962,Coimbatore,2023-06-28,L2,6.9,16.87,9.6,48424.21,4,17507.13,Active,200896.89,816916.42,482379.55,334536.87,166.52
EV-0963,Chennai,2022-12-19,L2,7.44,20.08,8.14,28810.72,1,14320.51,Active,229465.27,578519.26,248839.77,329679.49,143.67
EV-0964,Chennai,2023-03-12,L2,1.9,15.65,9.18,63259.02,5,5393.63,Active,250037.85,990003.66,586111.43,403892.23,161.53
EV-0965,Madurai,2024-02-03,L2,4.03,18.31,8.04,29306.58,6,10408.12,Under Maintenance,202563.39,536603.48,246033.02,290570.46,143.45
EV-0966,Coimbatore,2023-07-18,L2,2.04,16.86,9.41,63439.59,4,14091.16,Active,299172.43,1069591.49,611057.7,458533.79,153.27
EV-0967,Madurai,2022-12-05,L2,7.93,20.24,7.84,38418.09,3,14808.06,Active,234566.28,777582.14,316005.89,461576.25,196.78
EV-0968,Hyderabad,2022-12-27,L2,7.37,20.73,7.39,26194.27,1,15449.29,Under Maintenance,273669.23,543007.22,209024.95,333982.27,122.04
EV-0969,Chennai,2023-12-21,DCFC,13.11,18.9,6.88,50015.0,3,12747.6,Active,1479787.33,945283.5,356850.8,588432.7,39.76
EV-0970,Chennai,2023-04-10,L2,4.3,18.83,7.83,67742.01,1,14344.93,Active,277920.8,1275582.05,544764.87,730817.18,262.96
EV-0971,Coimbatore,2022-10-05,L2,4.07,19.91,8.08,35515.94,3,19735.39,Active,176070.14,707122.37,306704.19,400418.18,227.42
EV-0972,Kochi,2022-11-10,DCFC,7.02,20.74,7.05,73985.52,2,561.83,Active,1575238.32,1534459.68,522159.75,1012299.93,64.26
EV-0973,Chennai,2022-09-15,L2,4.83,18.57,7.75,59851.11,0,13588.05,Active,223111.68,1111435.11,477434.15,634000.96,284.16
EV-0974,Hyderabad,2022-08-25,DCFC,3.95,17.5,7.47,52351.39,1,6690.15,Active,1771084.56,916149.32,397755.03,518394.29,29.27
EV-0975,Coimbatore,2022-05-04,L2,5.23,19.79,6.92,43465.64,6,14838.84,Active,179640.99,860185.02,315621.07,544563.95,303.14
EV-0976,Bangalore,2024-01-09,DCFC,8.73,14.78,9.04,44511.54,6,21220.68,Active,1592036.84,657880.56,423605.0,234275.56,14.72
EV-0977,Chennai,2022-07-17,L2,4.33,20.32,9.21,56452.51,2,15670.37,Active,169140.35,1147115.0,535597.99,611517.01,361.54
EV-0978,Kochi,2022-11-20,L2,3.44,17.08,9.03,62690.61,4,23133.18,Active,176261.69,1070755.62,589229.39,481526.23,273.19
EV-0979,Coimbatore,2022-05-03,L2,7.62,18.02,7.92,41097.56,5,10102.7,Active,175085.07,740578.03,335595.38,404982.65,231.31
EV-0980,Hyderabad,2024-01-31,DCFC,10.39,20.33,7.98,37902.3,0,10827.8,Active,1792473.97,770553.76,313288.15,457265.61,25.51
EV-0981,Chennai,2023-07-03,DCFC,6.4,17.67,6.94,46792.6,0,12650.74,Active,1623012.76,826825.24,337391.38,489433.86,30.16
EV-0982,Coimbatore,2024-02-20,L2,7.06,19.79,8.41,70904.43,4,16593.41,Active,188266.71,1403198.67,612899.67,790299.0,419.78
EV-0983,Chennai,2023-12-08,L2,7.84,20.78,8.17,31746.67,3,9904.77,Active,232955.53,659695.8,269275.06,390420.74,167.59
EV-0984,Hyderabad,2022-07-09,DCFC,7.42,18.72,10.84,67137.16,4,13098.94,Active,1226833.16,1256807.64,740865.75,515941.89,42.05
EV-0986,Coimbatore,2022-08-10,DCFC,10.8,18.26,8.32,49917.92,3,12667.36,Active,1339747.83,911501.22,427984.45,483516.77,36.09
EV-0987,Chennai,2024-01-27,DCFC,8.29,18.73,7.96,43075.51,6,24978.08,Active,1449027.3,806804.3,367859.14,438945.16,30.29
EV-0988,Bangalore,2023-05-11,L2,8.12,16.27,9.0,49096.87,2,17755.32,Active,248277.27,798806.07,459627.15,339178.92,136.61
EV-0990,Hyderabad,2024-01-12,L2,1.6,15.92,9.14,30089.41,2,16632.54,Offline,171000.07,479023.41,291649.75,187373.66,109.58
EV-0991,Coimbatore,2023-08-27,L2,5.6,16.7,6.91,7712.35,4,30728.81,Active,174206.01,128796.24,84021.15,44775.09,25.7
EV-0992,Coimbatore,2024-02-18,DCFC,6.64,14.49,7.44,30356.71,2,22721.13,Active,1482742.2,439868.73,248575.05,191293.68,12.9
EV-0993,Bangalore,2023-06-22,L2,6.83,19.03,6.16,66956.23,3,11790.71,Active,271336.39,1274177.06,424241.09,849935.97,313.24
EV-0994,Bangalore,2023-09-04,DCFC,13.06,21.88,8.61,23093.87,5,23489.28,Active,1480983.29,505293.88,222327.5,282966.38,19.11
EV-0995,Kochi,2022-10-17,L2,8.39,17.59,8.25,72458.81,0,14832.11,Active,272041.73,1274550.47,612617.29,661933.18,243.32
EV-0996,Madurai,2022-04-13,DCFC,6.48,20.43,7.44,68222.13,5,14676.82,Active,1546856.94,1393778.12,522249.47,871528.65,56.34
EV-0997,Kochi,2022-07-18,L2,7.39,20.75,7.07,52865.54,5,12888.93,Active,211237.77,1096959.96,386648.3,710311.66,336.26
EV-1000,Kochi,2023-01-05,DCFC,6.58,20.48,7.23,59166.31,1,20477.19,Active,1543086.0,1211726.03,448249.61,763476.42,49.48
